response_id,submitted_at,product,product_version,platform,country,user_segment,score1,score2,source_file,source_row,product_norm,platform_norm,country_norm,segment_norm,submitted_at_dt,score1_norm,score2_norm,umux_score
R1118,2025-03-13 10:42:16,profile,2.1,Android,,New,3,3,raw_responses_sample.csv,780,Profile,Android,unknown,new,2025-03-13 10:42:16,3.0,3.0,50.0
R1595,2024-03-10 00:26:06,Onboarding,2.0,,AM,power,1,1,raw_responses_sample.csv,781,Onboarding,unknown,AM,power,2024-03-10 00:26:06,1.0,1.0,0.0
R1093,2024-04-10 20:45:55,Search,1.3,web,KZ,,4,3,raw_responses_sample.csv,782,Search,Web,KZ,unknown,2024-04-10 20:45:55,4.0,3.0,62.5
R1476,2024-01-01 16:52:48,search,2.1,Web,BY,New,3,4,raw_responses_sample.csv,783,Search,Web,BY,new,2024-01-01 16:52:48,3.0,4.0,62.5
R2048,2025-06-24 16:54:20,CHECKOUT,2.0,,AM,,4,5,raw_responses_sample.csv,784,Checkout,unknown,AM,unknown,2025-06-24 16:54:20,4.0,5.0,87.5
R2166,2024-08-02 17:50:31, Payments,2.1,Web,,returning,3,2,raw_responses_sample.csv,785,Payments,Web,unknown,returning,2024-08-02 17:50:31,3.0,2.0,37.5
R1752,2025-05-20 09:15:13,PROFILE,1.2,iOS,RU,power,5,3,raw_responses_sample.csv,786,Profile,iOS,RU,power,2025-05-20 09:15:13,5.0,3.0,75.0
R1415,2025-01-17 00:35:55,payments,2.0,iOS,RU,new,3,3,raw_responses_sample.csv,787,Payments,iOS,RU,new,2025-01-17 00:35:55,3.0,3.0,50.0
R1869,2024-01-21 12:27:54,Profile,1.3,Web,GE,returning ,5,4,raw_responses_sample.csv,788,Profile,Web,GE,returning,2024-01-21 12:27:54,5.0,4.0,87.5
R1020,2024-04-21 07:12:12,Check out,1.2,web,KZ,New,4,4,raw_responses_sample.csv,789,Checkout,Web,KZ,new,2024-04-21 07:12:12,4.0,4.0,75.0
R1751,2024-03-29 21:30:08,Profile,1.3,Android,KZ,returning ,4,4,raw_responses_sample.csv,790,Profile,Android,KZ,returning,2024-03-29 21:30:08,4.0,4.0,75.0
R1954,2024-09-22 09:54:14,CHECKOUT,2.1,,BY,returning ,2,3,raw_responses_sample.csv,791,Checkout,unknown,BY,returning,2024-09-22 09:54:14,2.0,3.0,37.5
R2328,2024-10-07 00:31:14,checkout,1.3,Android,KZ,New,3,3,raw_responses_sample.csv,792,Checkout,Android,KZ,new,2024-10-07 00:31:14,3.0,3.0,50.0
R1266,2024-11-18 14:39:03,Payment,1.3,iOS,AM,returning,2,3,raw_responses_sample.csv,793,Payments,iOS,AM,returning,2024-11-18 14:39:03,2.0,3.0,37.5
R1323,2024-05-25 03:54:33, search,1.2,iOS,BY,,5,5,raw_responses_sample.csv,794,Search,iOS,BY,unknown,2024-05-25 03:54:33,5.0,5.0,100.0
R1285,2024-12-25 23:13:40,checkout,1.2,web,GE,,4,4,raw_responses_sample.csv,795,Checkout,Web,GE,unknown,2024-12-25 23:13:40,4.0,4.0,75.0
R1455,2024-07-13 15:47:12,onboarding,2.0,,KZ,,3,4,raw_responses_sample.csv,796,Onboarding,unknown,KZ,unknown,2024-07-13 15:47:12,3.0,4.0,62.5
R1625,2024-03-02 08:08:07,Serch,2.0,web,AM,returning,3,3,raw_responses_sample.csv,797,Search,Web,AM,returning,2024-03-02 08:08:07,3.0,3.0,50.0
R1877,2025-01-26 18:19:46,Serch,2.0,,ru,new,2,3,raw_responses_sample.csv,798,Search,unknown,RU,new,2025-01-26 18:19:46,2.0,3.0,37.5
R2033,2025-06-27 11:25:01,Profile,2.0,Android,ru,power,2,2,raw_responses_sample.csv,799,Profile,Android,RU,power,2025-06-27 11:25:01,2.0,2.0,25.0
R2068,2024-12-26 21:53:00,Checkout,1.2,Web,KZ,power,4,4,raw_responses_sample.csv,800,Checkout,Web,KZ,power,2024-12-26 21:53:00,4.0,4.0,75.0
R2078,2024-06-07 09:40:19,PROFILE,1.3,iOS,ru,New,4,5,raw_responses_sample.csv,802,Profile,iOS,RU,new,2024-06-07 09:40:19,4.0,5.0,87.5
R1676,2024-03-28 03:09:25, Checkout ,2.1,,GE,new,3,4,raw_responses_sample.csv,803,Checkout,unknown,GE,new,2024-03-28 03:09:25,3.0,4.0,62.5
R2457,2024-01-29 16:28:04,Check out,1.2,Android,AM,power,4,3,raw_responses_sample.csv,804,Checkout,Android,AM,power,2024-01-29 16:28:04,4.0,3.0,62.5
R2469,2024-06-17 07:40:48, Checkout ,2.1,,BY,returning,1,2,raw_responses_sample.csv,807,Checkout,unknown,BY,returning,2024-06-17 07:40:48,1.0,2.0,12.5
R1337,2025-02-27 18:14:35,Checkout,1.2,web,ru,returning ,3,3,raw_responses_sample.csv,808,Checkout,Web,RU,returning,2025-02-27 18:14:35,3.0,3.0,50.0
R2156,2024-09-11 00:02:54,Onboarding,2.0,ANDROID,RU,returning ,2,3,raw_responses_sample.csv,809,Onboarding,Android,RU,returning,2024-09-11 00:02:54,2.0,3.0,37.5
R2434,2024-01-01 09:28:24,Check out,1.2,Android,RU,new,5,3,raw_responses_sample.csv,811,Checkout,Android,RU,new,2024-01-01 09:28:24,5.0,3.0,75.0
R2290,2025-01-17 08:39:20,Onboarding,1.2,iOS,BY,new,2,3,raw_responses_sample.csv,812,Onboarding,iOS,BY,new,2025-01-17 08:39:20,2.0,3.0,37.5
R1568,2024-12-22 19:36:08,PROFILE,2.1,iOS,AM,,4,3,raw_responses_sample.csv,813,Profile,iOS,AM,unknown,2024-12-22 19:36:08,4.0,3.0,62.5
R1816,2024-12-09 19:19:26,profile,2.1,Android,RU,New,3,3,raw_responses_sample.csv,814,Profile,Android,RU,new,2024-12-09 19:19:26,3.0,3.0,50.0
R1532,2025-06-21 20:56:45,Profile,2.0,ANDROID,RU,New,2,4,raw_responses_sample.csv,815,Profile,Android,RU,new,2025-06-21 20:56:45,2.0,4.0,50.0
R1730,2024-05-12 06:55:03,Payment,2.1,Web,ru,new,2,4,raw_responses_sample.csv,816,Payments,Web,RU,new,2024-05-12 06:55:03,2.0,4.0,50.0
R2128,2024-08-24 14:20:47,Search,1.3,,KZ,New,5,3,raw_responses_sample.csv,817,Search,unknown,KZ,new,2024-08-24 14:20:47,5.0,3.0,75.0
R2345,2024-02-09 17:56:50,Onboarding,1.3,Web,BY,new,4,3,raw_responses_sample.csv,818,Onboarding,Web,BY,new,2024-02-09 17:56:50,4.0,3.0,62.5
R1716,2025-03-17 06:38:13, search,2.0,,,returning,3,2,raw_responses_sample.csv,819,Search,unknown,unknown,returning,2025-03-17 06:38:13,3.0,2.0,37.5
R1445,2025-01-14 02:38:02,PROFILE,2.1,web,AM,returning ,4,4,raw_responses_sample.csv,821,Profile,Web,AM,returning,2025-01-14 02:38:02,4.0,4.0,75.0
R2142,2024-05-02 14:56:27,ONBOARDING,2.1,Web,RU,,3,3,raw_responses_sample.csv,822,Onboarding,Web,RU,unknown,2024-05-02 14:56:27,3.0,3.0,50.0
R1425,2024-09-01 19:43:10,payments,1.2,web,KZ,returning,2,3,raw_responses_sample.csv,823,Payments,Web,KZ,returning,2024-09-01 19:43:10,2.0,3.0,37.5
R2176,2024-10-10 23:55:39, Payments,2.1,Android,KZ,new,2,4,raw_responses_sample.csv,825,Payments,Android,KZ,new,2024-10-10 23:55:39,2.0,4.0,50.0
R1216,2025-03-10 17:24:52,checkout,1.2,Android,AM,power,5,5,raw_responses_sample.csv,826,Checkout,Android,AM,power,2025-03-10 17:24:52,5.0,5.0,100.0
R2222,2025-04-29 06:48:59, Payments,1.3,Web,,,3,3,raw_responses_sample.csv,827,Payments,Web,unknown,unknown,2025-04-29 06:48:59,3.0,3.0,50.0
R2018,2024-06-26 12:57:20,Check out,2.1,Android,AM,returning,5,5,raw_responses_sample.csv,828,Checkout,Android,AM,returning,2024-06-26 12:57:20,5.0,5.0,100.0
R2022,2024-10-08 02:59:09,Onboarding,2.1,,GE,,3,2,raw_responses_sample.csv,830,Onboarding,unknown,GE,unknown,2024-10-08 02:59:09,3.0,2.0,37.5
R2438,2024-01-31 01:31:27,ONBOARDING,1.3,web,KZ,new,5,5,raw_responses_sample.csv,831,Onboarding,Web,KZ,new,2024-01-31 01:31:27,5.0,5.0,100.0
R2330,2025-02-13 20:36:56, Payments,1.3,,BY,,1,3,raw_responses_sample.csv,832,Payments,unknown,BY,unknown,2025-02-13 20:36:56,1.0,3.0,25.0
R1179,2025-02-19 09:29:04,Search,2.1,Android,AM,New,4,5,raw_responses_sample.csv,833,Search,Android,AM,new,2025-02-19 09:29:04,4.0,5.0,87.5
R2056,2024-12-21 20:18:45, search,2.1,,RU,new,4,5,raw_responses_sample.csv,835,Search,unknown,RU,new,2024-12-21 20:18:45,4.0,5.0,87.5
R1175,2024-06-14 10:59:45,checkout,1.2,Web,GE,power,3,4,raw_responses_sample.csv,837,Checkout,Web,GE,power,2024-06-14 10:59:45,3.0,4.0,62.5
R2295,2024-04-07 22:25:18,Onboarding,1.3,Android,KZ,power,3,3,raw_responses_sample.csv,838,Onboarding,Android,KZ,power,2024-04-07 22:25:18,3.0,3.0,50.0
R2339,2025-02-17 18:44:43,profile,1.2,web,AM,,4,4,raw_responses_sample.csv,839,Profile,Web,AM,unknown,2025-02-17 18:44:43,4.0,4.0,75.0
R1485,2024-04-06 16:42:13,ONBOARDING,1.2,web,,power,4,5,raw_responses_sample.csv,840,Onboarding,Web,unknown,power,2024-04-06 16:42:13,4.0,5.0,87.5
R1162,2099-12-31 12:00:00,profile,2.0,ANDROID,ru,returning,4,3,raw_responses_sample.csv,841,Profile,Android,RU,returning,2099-12-31 12:00:00,4.0,3.0,62.5
R1704,2024-09-09 08:56:50,search,1.2,Web,AM,,3,4,raw_responses_sample.csv,843,Search,Web,AM,unknown,2024-09-09 08:56:50,3.0,4.0,62.5
R1157,2024-03-10 11:15:46,PROFILE,2.0,,RU,,3,3,raw_responses_sample.csv,844,Profile,unknown,RU,unknown,2024-03-10 11:15:46,3.0,3.0,50.0
R1442,2025-05-09 05:23:35,Serch,2.1,Web,BY,returning ,4,3,raw_responses_sample.csv,845,Search,Web,BY,returning,2025-05-09 05:23:35,4.0,3.0,62.5
R1703,2024-10-08 14:26:16,PROFILE,1.3,iOS,AM,returning ,5,5,raw_responses_sample.csv,846,Profile,iOS,AM,returning,2024-10-08 14:26:16,5.0,5.0,100.0
R1306,2024-08-30 09:16:54,CHECKOUT,1.2,web,,,2,4,raw_responses_sample.csv,847,Checkout,Web,unknown,unknown,2024-08-30 09:16:54,2.0,4.0,50.0
R1923,2024-05-09 04:24:36, search,1.2,iOS,,,3,2,raw_responses_sample.csv,848,Search,iOS,unknown,unknown,2024-05-09 04:24:36,3.0,2.0,37.5
R1774,2025-02-22 03:07:23,Onboardng,2.0,iOS,GE,returning,3,3,raw_responses_sample.csv,849,Onboarding,iOS,GE,returning,2025-02-22 03:07:23,3.0,3.0,50.0
R1883,2024-01-08 21:37:50,Profile,1.2,iOS,KZ,returning ,5,5,raw_responses_sample.csv,850,Profile,iOS,KZ,returning,2024-01-08 21:37:50,5.0,5.0,100.0
R1375,2024-06-27 01:54:18,profile,2.0,,BY,New,3,3,raw_responses_sample.csv,851,Profile,unknown,BY,new,2024-06-27 01:54:18,3.0,3.0,50.0
R1968,2024-04-14 09:22:04,Check out,2.1,Web,RU,power,4,4,raw_responses_sample.csv,852,Checkout,Web,RU,power,2024-04-14 09:22:04,4.0,4.0,75.0
R1741,2025-05-13 09:39:52,PROFILE,2.1,Web,,,5,3,raw_responses_sample.csv,853,Profile,Web,unknown,unknown,2025-05-13 09:39:52,5.0,3.0,75.0
R1120,2099-12-31 12:00:00,Payment,2.0,Web,RU,returning ,2,1,raw_responses_sample.csv,855,Payments,Web,RU,returning,2099-12-31 12:00:00,2.0,1.0,12.5
R2367,2025-01-31 18:07:54,onboarding,1.2,,RU,returning ,2,3,raw_responses_sample.csv,857,Onboarding,unknown,RU,returning,2025-01-31 18:07:54,2.0,3.0,37.5
R2370,2025-02-01 08:56:10,Onboardng,1.3,,RU,New,3,4,raw_responses_sample.csv,858,Onboarding,unknown,RU,new,2025-02-01 08:56:10,3.0,4.0,62.5
R1231,2024-03-01 16:02:53,Payments,2.1,,RU,,4,5,raw_responses_sample.csv,859,Payments,unknown,RU,unknown,2024-03-01 16:02:53,4.0,5.0,87.5
R2432,2024-12-07 06:31:46,Serch,1.2,,BY,New,4,4,raw_responses_sample.csv,860,Search,unknown,BY,new,2024-12-07 06:31:46,4.0,4.0,75.0
R1677,2024-07-24 19:54:25,Onboarding,1.2,Android,ru,New,3,3,raw_responses_sample.csv,861,Onboarding,Android,RU,new,2024-07-24 19:54:25,3.0,3.0,50.0
R1062,2024-10-01 10:54:15,Search,2.1,Web,AM,returning,2,3,raw_responses_sample.csv,862,Search,Web,AM,returning,2024-10-01 10:54:15,2.0,3.0,37.5
R1471,2024-03-22 06:10:25,Checkout,1.3,iOS,RU,New,4,3,raw_responses_sample.csv,863,Checkout,iOS,RU,new,2024-03-22 06:10:25,4.0,3.0,62.5
R2482,2024-05-05 11:48:51,Profile,2.1,iOS,ru,new,4,4,raw_responses_sample.csv,864,Profile,iOS,RU,new,2024-05-05 11:48:51,4.0,4.0,75.0
R2360,2024-07-25 02:35:54,Serch,2.0,Android,KZ,returning ,4,4,raw_responses_sample.csv,865,Search,Android,KZ,returning,2024-07-25 02:35:54,4.0,4.0,75.0
R2045,2025-06-18 16:15:36, Payments,2.1,,AM,power,1,1,raw_responses_sample.csv,866,Payments,unknown,AM,power,2025-06-18 16:15:36,1.0,1.0,0.0
R2304,2024-02-18 17:23:34,search,1.3,,GE,returning,3,3,raw_responses_sample.csv,867,Search,unknown,GE,returning,2024-02-18 17:23:34,3.0,3.0,50.0
R1847,2024-05-04 11:04:48,Onboarding,2.1,ANDROID,ru,,1,3,raw_responses_sample.csv,868,Onboarding,Android,RU,unknown,2024-05-04 11:04:48,1.0,3.0,25.0
R1183,2024-01-24 02:25:32,profile,2.1,Android,KZ,returning ,3,3,raw_responses_sample.csv,870,Profile,Android,KZ,returning,2024-01-24 02:25:32,3.0,3.0,50.0
R1993,2024-10-13 18:23:22,Search,1.3,iOS,KZ,,5,4,raw_responses_sample.csv,872,Search,iOS,KZ,unknown,2024-10-13 18:23:22,5.0,4.0,87.5
R1239,2025-02-11 02:19:10,Check out,1.3,Android,GE,,3,3,raw_responses_sample.csv,874,Checkout,Android,GE,unknown,2025-02-11 02:19:10,3.0,3.0,50.0
R1160,2024-09-16 01:48:41,search,2.1,Web,BY,,5,4,raw_responses_sample.csv,875,Search,Web,BY,unknown,2024-09-16 01:48:41,5.0,4.0,87.5
R2152,2025-03-28 13:25:16,Search,2.0,Web,AM,,3,2,raw_responses_sample.csv,876,Search,Web,AM,unknown,2025-03-28 13:25:16,3.0,2.0,37.5
R2334,2024-01-23 17:28:35,PROFILE,2.1,iOS,BY,New,5,5,raw_responses_sample.csv,877,Profile,iOS,BY,new,2024-01-23 17:28:35,5.0,5.0,100.0
R1197,2024-10-04 17:44:17,Profile,2.0,iOS,GE,,3,3,raw_responses_sample.csv,878,Profile,iOS,GE,unknown,2024-10-04 17:44:17,3.0,3.0,50.0
R2238,2024-04-23 19:53:21,onboarding,1.3,Android,AM,,5,4,raw_responses_sample.csv,879,Onboarding,Android,AM,unknown,2024-04-23 19:53:21,5.0,4.0,87.5
R2413,2024-09-29 02:28:24,payments,2.0,Web,,returning,4,4,raw_responses_sample.csv,880,Payments,Web,unknown,returning,2024-09-29 02:28:24,4.0,4.0,75.0
R1021,2024-03-18 14:51:55,Onboarding,2.0,iOS,,returning ,1,2,raw_responses_sample.csv,881,Onboarding,iOS,unknown,returning,2024-03-18 14:51:55,1.0,2.0,12.5
R1585,2024-11-07 23:50:36, search,1.3,iOS,,New,5,5,raw_responses_sample.csv,882,Search,iOS,unknown,new,2024-11-07 23:50:36,5.0,5.0,100.0
R1951,2025-05-30 00:10:38,CHECKOUT,2.1,,KZ,power,5,5,raw_responses_sample.csv,884,Checkout,unknown,KZ,power,2025-05-30 00:10:38,5.0,5.0,100.0
R1964,2024-01-10 03:34:47, search,1.3,,RU,returning,5,4,raw_responses_sample.csv,885,Search,unknown,RU,returning,2024-01-10 03:34:47,5.0,4.0,87.5
R1027,2024-11-17 07:16:25,payments,2.0,,,power,3,2,raw_responses_sample.csv,886,Payments,unknown,unknown,power,2024-11-17 07:16:25,3.0,2.0,37.5
R1168,2025-01-31 17:07:16,CHECKOUT,1.2,,AM,returning,4,3,raw_responses_sample.csv,887,Checkout,unknown,AM,returning,2025-01-31 17:07:16,4.0,3.0,62.5
R1913,2024-10-27 21:34:28,onboarding,2.0,ANDROID,AM,,5,4,raw_responses_sample.csv,888,Onboarding,Android,AM,unknown,2024-10-27 21:34:28,5.0,4.0,87.5
R2382,2024-01-21 18:44:52,Onboardng,2.1,web,GE,returning ,2,3,raw_responses_sample.csv,889,Onboarding,Web,GE,returning,2024-01-21 18:44:52,2.0,3.0,37.5
R1771,2025-01-13 21:33:25,PROFILE,1.3,ANDROID,GE,,3,4,raw_responses_sample.csv,891,Profile,Android,GE,unknown,2025-01-13 21:33:25,3.0,4.0,62.5
R2415,2024-07-23 20:12:59,Search,2.0,Web,,new,2,3,raw_responses_sample.csv,892,Search,Web,unknown,new,2024-07-23 20:12:59,2.0,3.0,37.5
R1357,2025-05-02 21:22:32,Onboardng,2.0,Android,ru,,2,2,raw_responses_sample.csv,893,Onboarding,Android,RU,unknown,2025-05-02 21:22:32,2.0,2.0,25.0
R1713,2024-08-22 02:29:12,profile,1.3,,ru,returning,4,4,raw_responses_sample.csv,894,Profile,unknown,RU,returning,2024-08-22 02:29:12,4.0,4.0,75.0
R2408,2024-01-14 09:40:10,Onboardng,2.1,,BY,,3,2,raw_responses_sample.csv,895,Onboarding,unknown,BY,unknown,2024-01-14 09:40:10,3.0,2.0,37.5
R1000,2024-05-22 23:06:43,Check out,1.2,iOS,GE,New,4,4,raw_responses_sample.csv,896,Checkout,iOS,GE,new,2024-05-22 23:06:43,4.0,4.0,75.0
R1284,2024-11-02 04:24:49,checkout,1.2,,,returning,5,5,raw_responses_sample.csv,897,Checkout,unknown,unknown,returning,2024-11-02 04:24:49,5.0,5.0,100.0
R2151,2024-01-30 09:17:32,Profile,2.1,web,RU,returning ,3,3,raw_responses_sample.csv,898,Profile,Web,RU,returning,2024-01-30 09:17:32,3.0,3.0,50.0
R2143,2024-12-28 02:47:50,onboarding,2.0,,RU,power,2,2,raw_responses_sample.csv,899,Onboarding,unknown,RU,power,2024-12-28 02:47:50,2.0,2.0,25.0
R1596,2024-04-04 01:38:42,onboarding,2.0,ANDROID,,new,2,2,raw_responses_sample.csv,900,Onboarding,Android,unknown,new,2024-04-04 01:38:42,2.0,2.0,25.0
R1515,2024-04-25 23:03:15,search,1.3,Web,RU,power,4,3,raw_responses_sample.csv,901,Search,Web,RU,power,2024-04-25 23:03:15,4.0,3.0,62.5
R1090,2025-03-26 03:33:58,ONBOARDING,2.0,iOS,,returning,4,2,raw_responses_sample.csv,902,Onboarding,iOS,unknown,returning,2025-03-26 03:33:58,4.0,2.0,50.0
R1102,2024-10-29 23:55:21,Onboarding,2.0,web,RU,returning,5,3,raw_responses_sample.csv,903,Onboarding,Web,RU,returning,2024-10-29 23:55:21,5.0,3.0,75.0
R1338,2024-11-02 02:25:57,PROFILE,2.1,iOS,GE,returning ,3,3,raw_responses_sample.csv,904,Profile,iOS,GE,returning,2024-11-02 02:25:57,3.0,3.0,50.0
R1421,2024-12-05 15:29:28,profile,2.0,Web,AM,returning ,4,3,raw_responses_sample.csv,905,Profile,Web,AM,returning,2024-12-05 15:29:28,4.0,3.0,62.5
R1221,2024-12-18 20:42:24,Onboardng,2.1,,AM,New,2,2,raw_responses_sample.csv,907,Onboarding,unknown,AM,new,2024-12-18 20:42:24,2.0,2.0,25.0
R1836,2025-02-17 22:34:19, search,2.0,ANDROID,RU,returning ,3,4,raw_responses_sample.csv,908,Search,Android,RU,returning,2025-02-17 22:34:19,3.0,4.0,62.5
R1501,2025-02-15 16:21:42,Profile,1.2,ANDROID,GE,New,4,4,raw_responses_sample.csv,909,Profile,Android,GE,new,2025-02-15 16:21:42,4.0,4.0,75.0
R2007,2024-05-08 20:28:40,Payments,1.2,iOS,KZ,,5,4,raw_responses_sample.csv,910,Payments,iOS,KZ,unknown,2024-05-08 20:28:40,5.0,4.0,87.5
R2032,2024-03-06 14:10:56,Payments,2.0,ANDROID,BY,returning ,1,2,raw_responses_sample.csv,911,Payments,Android,BY,returning,2024-03-06 14:10:56,1.0,2.0,12.5
R1746,2024-10-24 01:31:25,profile,2.1,ANDROID,GE,,4,3,raw_responses_sample.csv,912,Profile,Android,GE,unknown,2024-10-24 01:31:25,4.0,3.0,62.5
R2015,2025-06-03 09:17:56,PROFILE,1.2,Web,BY,,5,4,raw_responses_sample.csv,913,Profile,Web,BY,unknown,2025-06-03 09:17:56,5.0,4.0,87.5
R2189,2025-06-01 13:11:40,Onboarding,2.1,Web,BY,returning ,4,4,raw_responses_sample.csv,914,Onboarding,Web,BY,returning,2025-06-01 13:11:40,4.0,4.0,75.0
R2391,2024-04-19 07:04:11, search,1.2,iOS,KZ,returning ,4,4,raw_responses_sample.csv,915,Search,iOS,KZ,returning,2024-04-19 07:04:11,4.0,4.0,75.0
R1171,2024-06-27 11:32:14,Search,1.3,Android,ru,returning,3,2,raw_responses_sample.csv,916,Search,Android,RU,returning,2024-06-27 11:32:14,3.0,2.0,37.5
R1554,2024-01-20 06:36:43,Payment,2.0,Web,RU,returning,1,1,raw_responses_sample.csv,917,Payments,Web,RU,returning,2024-01-20 06:36:43,1.0,1.0,0.0
R1283,2024-05-03 13:44:08, Payments,2.1,iOS,KZ,New,4,3,raw_responses_sample.csv,918,Payments,iOS,KZ,new,2024-05-03 13:44:08,4.0,3.0,62.5
R2155,2025-01-05 17:12:10, Payments,1.2,,KZ,power,2,2,raw_responses_sample.csv,919,Payments,unknown,KZ,power,2025-01-05 17:12:10,2.0,2.0,25.0
R2163,2025-05-03 18:06:41,CHECKOUT,2.1,Web,KZ,,4,3,raw_responses_sample.csv,920,Checkout,Web,KZ,unknown,2025-05-03 18:06:41,4.0,3.0,62.5
R1987,2025-02-04 23:22:08,Search,2.1,Web,AM,,3,3,raw_responses_sample.csv,922,Search,Web,AM,unknown,2025-02-04 23:22:08,3.0,3.0,50.0
R1779,2024-12-13 17:02:42, Payments,2.1,,BY,,1,3,raw_responses_sample.csv,923,Payments,unknown,BY,unknown,2024-12-13 17:02:42,1.0,3.0,25.0
R1764,2024-07-29 17:39:50, Payments,1.3,,BY,,3,2,raw_responses_sample.csv,925,Payments,unknown,BY,unknown,2024-07-29 17:39:50,3.0,2.0,37.5
R1549,2024-01-02 03:01:29,Payments,1.3,,ru,returning,2,1,raw_responses_sample.csv,926,Payments,unknown,RU,returning,2024-01-02 03:01:29,2.0,1.0,12.5
R1810,2024-12-13 20:43:50,Profile,2.1,web,GE,power,5,4,raw_responses_sample.csv,928,Profile,Web,GE,power,2024-12-13 20:43:50,5.0,4.0,87.5
R1256,2025-05-27 04:22:01,ONBOARDING,1.3,iOS,BY,New,2,3,raw_responses_sample.csv,929,Onboarding,iOS,BY,new,2025-05-27 04:22:01,2.0,3.0,37.5
R2316,2025-05-14 17:38:53, Payments,2.1,ANDROID,GE,,2,2,raw_responses_sample.csv,930,Payments,Android,GE,unknown,2025-05-14 17:38:53,2.0,2.0,25.0
R1936,2024-07-22 03:12:18,Profile,1.2,Android,AM,New,3,4,raw_responses_sample.csv,931,Profile,Android,AM,new,2024-07-22 03:12:18,3.0,4.0,62.5
R2162,2025-02-07 11:48:34,Onboarding,2.1,web,KZ,returning ,4,3,raw_responses_sample.csv,932,Onboarding,Web,KZ,returning,2025-02-07 11:48:34,4.0,3.0,62.5
R1626,2024-06-23 18:35:54,search,1.3,iOS,AM,,5,4,raw_responses_sample.csv,933,Search,iOS,AM,unknown,2024-06-23 18:35:54,5.0,4.0,87.5
R1242,2025-01-24 02:49:39, search,2.1,Android,,new,2,3,raw_responses_sample.csv,934,Search,Android,unknown,new,2025-01-24 02:49:39,2.0,3.0,37.5
R1348,2025-01-04 22:12:17,Onboardng,1.2,web,GE,New,3,4,raw_responses_sample.csv,935,Onboarding,Web,GE,new,2025-01-04 22:12:17,3.0,4.0,62.5
R2446,2024-04-24 16:34:02,Onboarding,2.1,ANDROID,RU,power,4,4,raw_responses_sample.csv,936,Onboarding,Android,RU,power,2024-04-24 16:34:02,4.0,4.0,75.0
R2487,2024-09-04 14:39:10,checkout,1.2,Android,BY,new,4,5,raw_responses_sample.csv,937,Checkout,Android,BY,new,2024-09-04 14:39:10,4.0,5.0,87.5
R1914,2024-04-11 21:52:02,search,2.0,iOS,KZ,returning,2,2,raw_responses_sample.csv,938,Search,iOS,KZ,returning,2024-04-11 21:52:02,2.0,2.0,25.0
R1460,2024-08-03 12:37:06,Payment,2.1,Web,GE,,3,3,raw_responses_sample.csv,939,Payments,Web,GE,unknown,2024-08-03 12:37:06,3.0,3.0,50.0
R1658,2025-05-02 22:52:07, search,2.1,ANDROID,,returning ,2,2,raw_responses_sample.csv,942,Search,Android,unknown,returning,2025-05-02 22:52:07,2.0,2.0,25.0
R1557,2024-02-08 06:58:05,ONBOARDING,2.0,ANDROID,RU,,3,3,raw_responses_sample.csv,943,Onboarding,Android,RU,unknown,2024-02-08 06:58:05,3.0,3.0,50.0
R1123,2024-05-26 18:42:25,Search,2.0,Android,,,3,3,raw_responses_sample.csv,944,Search,Android,unknown,unknown,2024-05-26 18:42:25,3.0,3.0,50.0
R1418,2024-04-10 06:46:37, Payments,1.2,Web,BY,returning,3,3,raw_responses_sample.csv,945,Payments,Web,BY,returning,2024-04-10 06:46:37,3.0,3.0,50.0
R1601,2024-03-15 02:36:46,CHECKOUT,2.1,web,RU,New,4,4,raw_responses_sample.csv,946,Checkout,Web,RU,new,2024-03-15 02:36:46,4.0,4.0,75.0
R1940,2024-03-25 13:15:39,checkout,2.1,,GE,returning,3,4,raw_responses_sample.csv,947,Checkout,unknown,GE,returning,2024-03-25 13:15:39,3.0,4.0,62.5
R1011,2024-09-30 20:21:07,CHECKOUT,1.2,web,KZ,New,4,3,raw_responses_sample.csv,948,Checkout,Web,KZ,new,2024-09-30 20:21:07,4.0,3.0,62.5
R2139,2024-05-01 09:17:31, Payments,2.0,Android,KZ,power,3,3,raw_responses_sample.csv,949,Payments,Android,KZ,power,2024-05-01 09:17:31,3.0,3.0,50.0
R2336,2025-04-07 09:34:44,PROFILE,1.3,Web,BY,returning,5,5,raw_responses_sample.csv,950,Profile,Web,BY,returning,2025-04-07 09:34:44,5.0,5.0,100.0
R1099,2024-08-23 19:51:22,checkout,2.1,,KZ,returning ,5,3,raw_responses_sample.csv,951,Checkout,unknown,KZ,returning,2024-08-23 19:51:22,5.0,3.0,75.0
R1223,2025-06-26 04:24:15,profile,1.2,Android,BY,,2,2,raw_responses_sample.csv,953,Profile,Android,BY,unknown,2025-06-26 04:24:15,2.0,2.0,25.0
R2039,2024-02-10 10:41:01,Profile,1.2,web,RU,,5,4,raw_responses_sample.csv,954,Profile,Web,RU,unknown,2024-02-10 10:41:01,5.0,4.0,87.5
R2112,2025-01-28 14:02:14,payments,2.1,web,KZ,,1,2,raw_responses_sample.csv,955,Payments,Web,KZ,unknown,2025-01-28 14:02:14,1.0,2.0,12.5
R2081,2025-03-18 04:40:01,payments,2.1,Android,ru,,4,2,raw_responses_sample.csv,956,Payments,Android,RU,unknown,2025-03-18 04:40:01,4.0,2.0,50.0
